INFO 2024-09-08 20:51:05,590 autoreload Watching for file changes with StatReloader
DEBUG 2024-09-08 20:52:34,239 autoreload File /home/joe/Python/Django/books/venv/lib/python3.10/site-packages/django/utils/duration.py first seen with mtime 1725658127.1434908
DEBUG 2024-09-08 20:52:34,239 autoreload File /home/joe/Python/Django/books/venv/lib/python3.10/site-packages/django/forms/widgets.py first seen with mtime 1725658127.1035109
DEBUG 2024-09-08 20:52:34,239 autoreload File /home/joe/Python/Django/books/venv/lib/python3.10/site-packages/sqlparse/exceptions.py first seen with mtime 1725658126.357884
DEBUG 2024-09-08 20:52:34,239 autoreload File /usr/lib/python3.10/urllib/__init__.py first seen with mtime 1722272208.0
DEBUG 2024-09-08 20:52:34,239 autoreload File /home/joe/Python/Django/books/venv/lib/python3.10/site-packages/django/contrib/auth/management/__init__.py first seen with mtime 1725658126.8006623
DEBUG 2024-09-08 20:52:34,239 autoreload File /home/joe/Python/Django/books/venv/lib/python3.10/site-packages/django/core/files/move.py first seen with mtime 1725658127.0825214
DEBUG 2024-09-08 20:52:34,239 autoreload File /home/joe/Python/Django/books/project/apps/books/custom.py first seen with mtime 1725483427.6493556
DEBUG 2024-09-08 20:52:34,239 autoreload File /home/joe/Python/Django/books/venv/lib/python3.10/site-packages/django/contrib/admin/apps.py first seen with mtime 1725658126.6187534
DEBUG 2024-09-08 20:52:34,239 autoreload File /home/joe/Python/Django/books/venv/lib/python3.10/site-packages/django/views/decorators/common.py first seen with mtime 1725658127.1434908
DEBUG 2024-09-08 20:52:34,239 autoreload File /usr/lib/python3.10/logging/config.py first seen with mtime 1722272208.0
DEBUG 2024-09-08 20:52:34,239 autoreload File /usr/lib/python3.10/gzip.py first seen with mtime 1722272208.0
DEBUG 2024-09-08 20:52:34,239 autoreload File /home/joe/Python/Django/books/venv/lib/python3.10/site-packages/django/middleware/__init__.py first seen with mtime 1725658127.131497
DEBUG 2024-09-08 20:52:34,240 autoreload File /home/joe/Python/Django/books/venv/lib/python3.10/site-packages/django/contrib/sessions/backends/__init__.py first seen with mtime 1725658127.0205524
DEBUG 2024-09-08 20:52:34,240 autoreload File /home/joe/Python/Django/books/venv/lib/python3.10/site-packages/django/core/validators.py first seen with mtime 1725658127.077524
DEBUG 2024-09-08 20:52:34,240 autoreload File /home/joe/Python/Django/books/venv/lib/python3.10/site-packages/django/core/checks/compatibility/django_4_0.py first seen with mtime 1725658127.0825214
DEBUG 2024-09-08 20:52:34,240 autoreload File /usr/lib/python3.10/email/errors.py first seen with mtime 1722272208.0
DEBUG 2024-09-08 20:52:34,240 autoreload File /home/joe/Python/Django/books/venv/lib/python3.10/site-packages/django/db/models/deletion.py first seen with mtime 1725658127.1035109
DEBUG 2024-09-08 20:52:34,240 autoreload File /home/joe/Python/Django/books/venv/lib/python3.10/site-packages/django/core/cache/backends/locmem.py first seen with mtime 1725658127.077524
DEBUG 2024-09-08 20:52:34,240 autoreload File /usr/lib/python3.10/zoneinfo/_tzpath.py first seen with mtime 1722272208.0
DEBUG 2024-09-08 20:52:34,240 autoreload File /home/joe/Python/Django/books/venv/lib/python3.10/site-packages/django/db/backends/base/creation.py first seen with mtime 1725658127.0925164
DEBUG 2024-09-08 20:52:34,240 autoreload File /usr/lib/python3.10/email/header.py first seen with mtime 1722272208.0
DEBUG 2024-09-08 20:52:34,240 autoreload File /home/joe/Python/Django/books/venv/lib/python3.10/site-packages/django/contrib/auth/password_validation.py first seen with mtime 1725658126.7626812
DEBUG 2024-09-08 20:52:34,240 autoreload File /home/joe/Python/Django/books/venv/lib/python3.10/site-packages/django/core/files/storage/base.py first seen with mtime 1725658127.0825214
DEBUG 2024-09-08 20:52:34,240 autoreload File /home/joe/Python/Django/books/venv/lib/python3.10/site-packages/django/template/loaders/app_directories.py first seen with mtime 1725658127.1374938
DEBUG 2024-09-08 20:52:34,240 autoreload File /home/joe/Python/Django/books/venv/lib/python3.10/site-packages/django/utils/ipv6.py first seen with mtime 1725658127.1434908
DEBUG 2024-09-08 20:52:34,240 autoreload File /home/joe/Python/Django/books/venv/lib/python3.10/site-packages/django/contrib/__init__.py first seen with mtime 1725658126.6187534
DEBUG 2024-09-08 20:52:34,240 autoreload File /home/joe/Python/Django/books/venv/lib/python3.10/site-packages/django/contrib/auth/tokens.py first seen with mtime 1725658126.7626812
DEBUG 2024-09-08 20:52:34,240 autoreload File /usr/lib/python3.10/wsgiref/__init__.py first seen with mtime 1722272208.0
DEBUG 2024-09-08 20:52:34,240 autoreload File /usr/lib/python3.10/asyncio/format_helpers.py first seen with mtime 1722272208.0
DEBUG 2024-09-08 20:52:34,240 autoreload File /home/joe/Python/Django/books/venv/lib/python3.10/site-packages/django/urls/utils.py first seen with mtime 1725658127.141492
DEBUG 2024-09-08 20:52:34,240 autoreload File /home/joe/Python/Django/books/venv/lib/python3.10/site-packages/django/utils/lorem_ipsum.py first seen with mtime 1725658127.1434908
DEBUG 2024-09-08 20:52:34,240 autoreload File /home/joe/Python/Django/books/venv/lib/python3.10/site-packages/asgiref/local.py first seen with mtime 1725658126.503811
DEBUG 2024-09-08 20:52:34,240 autoreload File /home/joe/Python/Django/books/venv/lib/python3.10/site-packages/django/db/models/utils.py first seen with mtime 1725658127.1035109
DEBUG 2024-09-08 20:52:34,240 autoreload File /usr/lib/python3.10/__future__.py first seen with mtime 1722272208.0
DEBUG 2024-09-08 20:52:34,240 autoreload File /usr/lib/python3.10/asyncio/runners.py first seen with mtime 1722272208.0
DEBUG 2024-09-08 20:52:34,240 autoreload File /usr/lib/python3.10/lib-dynload/_ssl.cpython-310-x86_64-linux-gnu.so first seen with mtime 1722272208.0
DEBUG 2024-09-08 20:52:34,240 autoreload File /usr/lib/python3.10/asyncio/staggered.py first seen with mtime 1722272208.0
DEBUG 2024-09-08 20:52:34,240 autoreload File /home/joe/Python/Django/books/venv/lib/python3.10/site-packages/django/http/__init__.py first seen with mtime 1725658127.131497
DEBUG 2024-09-08 20:52:34,240 autoreload File /home/joe/Python/Django/books/venv/lib/python3.10/site-packages/django/core/files/locks.py first seen with mtime 1725658127.0825214
DEBUG 2024-09-08 20:52:34,240 autoreload File /usr/lib/python3.10/email/encoders.py first seen with mtime 1722272208.0
DEBUG 2024-09-08 20:52:34,240 autoreload File /usr/lib/python3.10/bisect.py first seen with mtime 1722272208.0
DEBUG 2024-09-08 20:52:34,240 autoreload File /usr/lib/python3.10/http/cookies.py first seen with mtime 1722272208.0
DEBUG 2024-09-08 20:52:34,240 autoreload File /home/joe/Python/Django/books/venv/lib/python3.10/site-packages/django/contrib/staticfiles/finders.py first seen with mtime 1725658127.077524
DEBUG 2024-09-08 20:52:34,240 autoreload File /usr/lib/python3.10/asyncio/base_events.py first seen with mtime 1722272208.0
DEBUG 2024-09-08 20:52:34,240 autoreload File /home/joe/Python/Django/books/venv/lib/python3.10/site-packages/django/contrib/admin/exceptions.py first seen with mtime 1725658126.6187534
DEBUG 2024-09-08 20:52:34,240 autoreload File /home/joe/Python/Django/books/venv/lib/python3.10/site-packages/django/contrib/contenttypes/models.py first seen with mtime 1725658126.8026614
DEBUG 2024-09-08 20:52:34,240 autoreload File /home/joe/Python/Django/books/venv/lib/python3.10/site-packages/django/core/signing.py first seen with mtime 1725658127.077524
DEBUG 2024-09-08 20:52:34,240 autoreload File /usr/lib/python3.10/hmac.py first seen with mtime 1722272208.0
DEBUG 2024-09-08 20:52:34,241 autoreload File /home/joe/Python/Django/books/venv/lib/python3.10/site-packages/django/db/models/lookups.py first seen with mtime 1725658127.1035109
DEBUG 2024-09-08 20:52:34,241 autoreload File /home/joe/Python/Django/books/venv/lib/python3.10/site-packages/django/template/base.py first seen with mtime 1725658127.1334958
DEBUG 2024-09-08 20:52:34,241 autoreload File /home/joe/Python/Django/books/venv/lib/python3.10/site-packages/django/core/management/commands/__init__.py first seen with mtime 1725658127.0825214
DEBUG 2024-09-08 20:52:34,241 autoreload File /home/joe/Python/Django/books/venv/lib/python3.10/site-packages/django/db/backends/postgresql/operations.py first seen with mtime 1725658127.0925164
DEBUG 2024-09-08 20:52:34,241 autoreload File /home/joe/Python/Django/books/venv/lib/python3.10/site-packages/django/utils/http.py first seen with mtime 1725658127.1434908
DEBUG 2024-09-08 20:52:34,241 autoreload File /usr/lib/python3.10/argparse.py first seen with mtime 1722272208.0
DEBUG 2024-09-08 20:52:34,241 autoreload File /usr/lib/python3.10/email/parser.py first seen with mtime 1722272208.0
DEBUG 2024-09-08 20:52:34,241 autoreload File /usr/lib/python3.10/asyncio/streams.py first seen with mtime 1722272208.0
DEBUG 2024-09-08 20:52:34,241 autoreload File /usr/lib/python3.10/importlib/__init__.py first seen with mtime 1722272208.0
DEBUG 2024-09-08 20:52:34,241 autoreload File /usr/lib/python3.10/lib-dynload/_queue.cpython-310-x86_64-linux-gnu.so first seen with mtime 1722272208.0
DEBUG 2024-09-08 20:52:34,241 autoreload File /usr/lib/python3.10/email/_policybase.py first seen with mtime 1722272208.0
DEBUG 2024-09-08 20:52:34,241 autoreload File /usr/lib/python3.10/asyncio/coroutines.py first seen with mtime 1722272208.0
DEBUG 2024-09-08 20:52:34,241 autoreload File /home/joe/Python/Django/books/venv/lib/python3.10/site-packages/django/contrib/staticfiles/management/commands/runserver.py first seen with mtime 1725658127.077524
DEBUG 2024-09-08 20:52:34,241 autoreload File /home/joe/Python/Django/books/venv/lib/python3.10/site-packages/asgiref/current_thread_executor.py first seen with mtime 1725658126.503811
DEBUG 2024-09-08 20:52:34,241 autoreload File /usr/lib/python3.10/locale.py first seen with mtime 1722272208.0
DEBUG 2024-09-08 20:52:34,241 autoreload File /usr/lib/python3.10/asyncio/mixins.py first seen with mtime 1722272208.0
DEBUG 2024-09-08 20:52:34,241 autoreload File /usr/lib/python3.10/hashlib.py first seen with mtime 1722272208.0
DEBUG 2024-09-08 20:52:34,241 autoreload File /home/joe/Python/Django/books/venv/lib/python3.10/site-packages/django/__init__.py first seen with mtime 1725658126.5547853
DEBUG 2024-09-08 20:52:34,241 autoreload File /home/joe/Python/Django/books/venv/lib/python3.10/site-packages/django/db/models/aggregates.py first seen with mtime 1725658127.1035109
DEBUG 2024-09-08 20:52:34,241 autoreload File /home/joe/Python/Django/books/venv/lib/python3.10/site-packages/django/db/models/signals.py first seen with mtime 1725658127.1035109
DEBUG 2024-09-08 20:52:34,241 autoreload File /home/joe/Python/Django/books/venv/lib/python3.10/site-packages/django/contrib/contenttypes/apps.py first seen with mtime 1725658126.8026614
DEBUG 2024-09-08 20:52:34,241 autoreload File /home/joe/Python/Django/books/venv/lib/python3.10/site-packages/django/apps/registry.py first seen with mtime 1725658126.5547853
DEBUG 2024-09-08 20:52:34,241 autoreload File /home/joe/Python/Django/books/project/apps/books/__init__.py first seen with mtime 1718484240.8867822
DEBUG 2024-09-08 20:52:34,241 autoreload File /usr/lib/python3.10/concurrent/futures/thread.py first seen with mtime 1722272208.0
DEBUG 2024-09-08 20:52:34,241 autoreload File /usr/lib/python3.10/concurrent/futures/_base.py first seen with mtime 1722272208.0
DEBUG 2024-09-08 20:52:34,241 autoreload File /home/joe/Python/Django/books/venv/lib/python3.10/site-packages/django/db/models/sql/datastructures.py first seen with mtime 1725658127.1035109
DEBUG 2024-09-08 20:52:34,241 autoreload File /home/joe/Python/Django/books/venv/lib/python3.10/site-packages/django/template/utils.py first seen with mtime 1725658127.1364944
DEBUG 2024-09-08 20:52:34,241 autoreload File /usr/lib/python3.10/ast.py first seen with mtime 1722272208.0
DEBUG 2024-09-08 20:52:34,241 autoreload File /home/joe/Python/Django/books/venv/lib/python3.10/site-packages/PIL/__init__.py first seen with mtime 1724489187.1057398
DEBUG 2024-09-08 20:52:34,241 autoreload File /home/joe/Python/Django/books/project/apps/books/validators.py first seen with mtime 1725221511.2122679
DEBUG 2024-09-08 20:52:34,241 autoreload File /home/joe/Python/Django/books/venv/lib/python3.10/site-packages/django/core/checks/translation.py first seen with mtime 1725658127.0825214
DEBUG 2024-09-08 20:52:34,241 autoreload File /home/joe/Python/Django/books/venv/lib/python3.10/site-packages/django/utils/dateparse.py first seen with mtime 1725658127.1434908
DEBUG 2024-09-08 20:52:34,242 autoreload File /home/joe/Python/Django/books/venv/lib/python3.10/site-packages/django/utils/numberformat.py first seen with mtime 1725658127.1434908
DEBUG 2024-09-08 20:52:34,242 autoreload File /usr/lib/python3.10/encodings/aliases.py first seen with mtime 1722272208.0
DEBUG 2024-09-08 20:52:34,242 autoreload File /home/joe/Python/Django/books/venv/lib/python3.10/site-packages/django/template/loaders/__init__.py first seen with mtime 1725658127.1374938
DEBUG 2024-09-08 20:52:34,242 autoreload File /home/joe/Python/Django/books/venv/lib/python3.10/site-packages/psycopg2/__init__.py first seen with mtime 1724285402.2417533
DEBUG 2024-09-08 20:52:34,242 autoreload File /usr/lib/python3.10/asyncio/futures.py first seen with mtime 1722272208.0
DEBUG 2024-09-08 20:52:34,242 autoreload File /usr/lib/python3.10/queue.py first seen with mtime 1722272208.0
DEBUG 2024-09-08 20:52:34,242 autoreload File /home/joe/Python/Django/books/venv/lib/python3.10/site-packages/django/utils/translation/reloader.py first seen with mtime 1725658127.1434908
DEBUG 2024-09-08 20:52:34,242 autoreload File /home/joe/Python/Django/books/venv/lib/python3.10/site-packages/django/utils/deconstruct.py first seen with mtime 1725658127.1434908
DEBUG 2024-09-08 20:52:34,242 autoreload File /usr/lib/python3.10/pickle.py first seen with mtime 1722272208.0
DEBUG 2024-09-08 20:52:34,242 autoreload File /home/joe/Python/Django/books/venv/lib/python3.10/site-packages/django/contrib/admin/actions.py first seen with mtime 1725658126.6187534
DEBUG 2024-09-08 20:52:34,242 autoreload File /home/joe/Python/Django/books/venv/lib/python3.10/site-packages/django/views/generic/__init__.py first seen with mtime 1725658127.1434908
DEBUG 2024-09-08 20:52:34,242 autoreload File /usr/lib/python3.10/zoneinfo/_common.py first seen with mtime 1722272208.0
DEBUG 2024-09-08 20:52:34,242 autoreload File /home/joe/Python/Django/books/venv/lib/python3.10/site-packages/django/core/cache/utils.py first seen with mtime 1725658127.077524
DEBUG 2024-09-08 20:52:34,242 autoreload File /usr/lib/python3.10/datetime.py first seen with mtime 1722272208.0
DEBUG 2024-09-08 20:52:34,242 autoreload File /home/joe/Python/Django/books/venv/lib/python3.10/site-packages/sqlparse/cli.py first seen with mtime 1725658126.357884
DEBUG 2024-09-08 20:52:34,242 autoreload File /usr/lib/python3.10/pathlib.py first seen with mtime 1722272208.0
DEBUG 2024-09-08 20:52:34,242 autoreload File /home/joe/Python/Django/books/venv/lib/python3.10/site-packages/django/contrib/auth/base_user.py first seen with mtime 1725658126.7546854
DEBUG 2024-09-08 20:52:34,242 autoreload File /usr/lib/python3.10/http/server.py first seen with mtime 1722272208.0
DEBUG 2024-09-08 20:52:34,242 autoreload File /usr/lib/python3.10/email/quoprimime.py first seen with mtime 1722272208.0
DEBUG 2024-09-08 20:52:34,242 autoreload File /home/joe/Python/Django/books/project/apps/core/views.py first seen with mtime 1722354541.5201437
DEBUG 2024-09-08 20:52:34,242 autoreload File /home/joe/Python/Django/books/venv/lib/python3.10/site-packages/django/core/handlers/__init__.py first seen with mtime 1725658127.0825214
DEBUG 2024-09-08 20:52:34,242 autoreload File /usr/lib/python3.10/logging/__init__.py first seen with mtime 1722272208.0
DEBUG 2024-09-08 20:52:34,242 autoreload File /usr/lib/python3.10/os.py first seen with mtime 1722272208.0
DEBUG 2024-09-08 20:52:34,242 autoreload File /home/joe/Python/Django/books/venv/lib/python3.10/site-packages/django/contrib/auth/admin.py first seen with mtime 1725658126.7546854
DEBUG 2024-09-08 20:52:34,242 autoreload File /home/joe/Python/Django/books/venv/lib/python3.10/site-packages/django/core/serializers/python.py first seen with mtime 1725658127.0925164
DEBUG 2024-09-08 20:52:34,242 autoreload File /home/joe/Python/Django/books/venv/lib/python3.10/site-packages/django/utils/translation/__init__.py first seen with mtime 1725658127.1434908
DEBUG 2024-09-08 20:52:34,242 autoreload File /home/joe/Python/Django/books/venv/lib/python3.10/site-packages/django/db/models/query.py first seen with mtime 1725658127.1035109
DEBUG 2024-09-08 20:52:34,242 autoreload File /usr/lib/python3.10/posixpath.py first seen with mtime 1722272208.0
DEBUG 2024-09-08 20:52:34,242 autoreload File /home/joe/Python/Django/books/venv/lib/python3.10/site-packages/django/utils/termcolors.py first seen with mtime 1725658127.1434908
DEBUG 2024-09-08 20:52:34,242 autoreload File /home/joe/Python/Django/books/venv/lib/python3.10/site-packages/django/core/exceptions.py first seen with mtime 1725658127.077524
DEBUG 2024-09-08 20:52:34,242 autoreload File /home/joe/Python/Django/books/project/apps/books/urls.py first seen with mtime 1725483361.0470712
DEBUG 2024-09-08 20:52:34,243 autoreload File /home/joe/Python/Django/books/project/project/__init__.py first seen with mtime 1718483906.717938
DEBUG 2024-09-08 20:52:34,243 autoreload File /home/joe/Python/Django/books/venv/lib/python3.10/site-packages/sqlparse/engine/filter_stack.py first seen with mtime 1725658126.357884
DEBUG 2024-09-08 20:52:34,243 autoreload File /home/joe/Python/Django/books/venv/lib/python3.10/site-packages/django/template/loader.py first seen with mtime 1725658127.135495
DEBUG 2024-09-08 20:52:34,243 autoreload File /usr/lib/python3.10/email/mime/text.py first seen with mtime 1722272208.0
DEBUG 2024-09-08 20:52:34,243 autoreload File /usr/lib/python3.10/signal.py first seen with mtime 1722272208.0
DEBUG 2024-09-08 20:52:34,243 autoreload File /usr/lib/python3.10/socketserver.py first seen with mtime 1722272208.0
DEBUG 2024-09-08 20:52:34,243 autoreload File /home/joe/Python/Django/books/venv/lib/python3.10/site-packages/django/contrib/admin/checks.py first seen with mtime 1725658126.6187534
DEBUG 2024-09-08 20:52:34,243 autoreload File /home/joe/Python/Django/books/venv/lib/python3.10/site-packages/django/contrib/staticfiles/handlers.py first seen with mtime 1725658127.077524
DEBUG 2024-09-08 20:52:34,243 autoreload File /home/joe/Python/Django/books/venv/lib/python3.10/site-packages/django/urls/conf.py first seen with mtime 1725658127.141492
DEBUG 2024-09-08 20:52:34,243 autoreload File /home/joe/Python/Django/books/venv/lib/python3.10/site-packages/sqlparse/filters/aligned_indent.py first seen with mtime 1725658126.357884
DEBUG 2024-09-08 20:52:34,243 autoreload File /usr/lib/python3.10/lib-dynload/_hashlib.cpython-310-x86_64-linux-gnu.so first seen with mtime 1722272208.0
DEBUG 2024-09-08 20:52:34,243 autoreload File /home/joe/Python/Django/books/venv/lib/python3.10/site-packages/django/core/checks/database.py first seen with mtime 1725658127.0825214
DEBUG 2024-09-08 20:52:34,243 autoreload File /home/joe/Python/Django/books/venv/lib/python3.10/site-packages/django/middleware/csrf.py first seen with mtime 1725658127.1334958
DEBUG 2024-09-08 20:52:34,243 autoreload File /home/joe/Python/Django/books/venv/lib/python3.10/site-packages/django/templatetags/static.py first seen with mtime 1725658127.1384933
DEBUG 2024-09-08 20:52:34,243 autoreload File /home/joe/Python/Django/books/venv/lib/python3.10/site-packages/django/templatetags/i18n.py first seen with mtime 1725658127.1384933
DEBUG 2024-09-08 20:52:34,243 autoreload File /usr/lib/python3.10/email/charset.py first seen with mtime 1722272208.0
DEBUG 2024-09-08 20:52:34,243 autoreload File /home/joe/Python/Django/books/venv/lib/python3.10/site-packages/django/conf/__init__.py first seen with mtime 1725658126.5547853
DEBUG 2024-09-08 20:52:34,243 autoreload File /usr/lib/python3.10/http/client.py first seen with mtime 1722272208.0
DEBUG 2024-09-08 20:52:34,243 autoreload File /home/joe/Python/Django/books/venv/lib/python3.10/site-packages/django/core/checks/registry.py first seen with mtime 1725658127.0825214
DEBUG 2024-09-08 20:52:34,243 autoreload File /home/joe/Python/Django/books/venv/lib/python3.10/site-packages/psycopg2/_psycopg.cpython-310-x86_64-linux-gnu.so first seen with mtime 1724285402.2407537
DEBUG 2024-09-08 20:52:34,243 autoreload File /home/joe/Python/Django/books/venv/lib/python3.10/site-packages/django/template/loader_tags.py first seen with mtime 1725658127.1364944
DEBUG 2024-09-08 20:52:34,243 autoreload File /usr/lib/python3.10/keyword.py first seen with mtime 1722272208.0
DEBUG 2024-09-08 20:52:34,243 autoreload File /home/joe/Python/Django/books/venv/lib/python3.10/site-packages/django/middleware/cache.py first seen with mtime 1725658127.131497
DEBUG 2024-09-08 20:52:34,243 autoreload File /home/joe/Python/Django/books/venv/lib/python3.10/site-packages/django/contrib/admin/filters.py first seen with mtime 1725658126.6187534
DEBUG 2024-09-08 20:52:34,243 autoreload File /usr/lib/python3.10/site.py first seen with mtime 1722272208.0
DEBUG 2024-09-08 20:52:34,243 autoreload File /home/joe/Python/Django/books/venv/lib/python3.10/site-packages/asgiref/__init__.py first seen with mtime 1725658126.5018117
DEBUG 2024-09-08 20:52:34,243 autoreload File /home/joe/Python/Django/books/venv/lib/python3.10/site-packages/django/forms/boundfield.py first seen with mtime 1725658127.1035109
DEBUG 2024-09-08 20:52:34,243 autoreload File /home/joe/Python/Django/books/venv/lib/python3.10/site-packages/django/core/files/storage/handler.py first seen with mtime 1725658127.0825214
DEBUG 2024-09-08 20:52:34,243 autoreload File /usr/lib/python3.10/lib-dynload/termios.cpython-310-x86_64-linux-gnu.so first seen with mtime 1722272208.0
DEBUG 2024-09-08 20:52:34,243 autoreload File /home/joe/Python/Django/books/venv/lib/python3.10/site-packages/django/urls/__init__.py first seen with mtime 1725658127.141492
DEBUG 2024-09-08 20:52:34,244 autoreload File /home/joe/Python/Django/books/venv/lib/python3.10/site-packages/django/views/generic/base.py first seen with mtime 1725658127.1434908
DEBUG 2024-09-08 20:52:34,244 autoreload File /home/joe/Python/Django/books/venv/lib/python3.10/site-packages/django/utils/regex_helper.py first seen with mtime 1725658127.1434908
DEBUG 2024-09-08 20:52:34,244 autoreload File /home/joe/Python/Django/books/venv/lib/python3.10/site-packages/django/db/models/__init__.py first seen with mtime 1725658127.1035109
DEBUG 2024-09-08 20:52:34,244 autoreload File /home/joe/Python/Django/books/venv/lib/python3.10/site-packages/django/dispatch/dispatcher.py first seen with mtime 1725658127.1035109
DEBUG 2024-09-08 20:52:34,244 autoreload File /usr/lib/python3.10/html/parser.py first seen with mtime 1722272208.0
DEBUG 2024-09-08 20:52:34,244 autoreload File /home/joe/Python/Django/books/project/apps/books/apps.py first seen with mtime 1725095330.3813906
DEBUG 2024-09-08 20:52:34,244 autoreload File /home/joe/Python/Django/books/venv/lib/python3.10/site-packages/django/template/defaultfilters.py first seen with mtime 1725658127.1334958
DEBUG 2024-09-08 20:52:34,244 autoreload File /usr/lib/python3.10/selectors.py first seen with mtime 1722272208.0
DEBUG 2024-09-08 20:52:34,244 autoreload File /home/joe/Python/Django/books/venv/lib/python3.10/site-packages/django/views/decorators/csrf.py first seen with mtime 1725658127.1434908
DEBUG 2024-09-08 20:52:34,244 autoreload File /home/joe/Python/Django/books/venv/lib/python3.10/site-packages/django/contrib/admin/widgets.py first seen with mtime 1725658126.6187534
DEBUG 2024-09-08 20:52:34,244 autoreload File /home/joe/Python/Django/books/venv/lib/python3.10/site-packages/django/utils/dateformat.py first seen with mtime 1725658127.1434908
DEBUG 2024-09-08 20:52:34,244 autoreload File /home/joe/Python/Django/books/venv/lib/python3.10/site-packages/django/db/models/query_utils.py first seen with mtime 1725658127.1035109
DEBUG 2024-09-08 20:52:34,244 autoreload File /usr/lib/python3.10/http/__init__.py first seen with mtime 1722272208.0
DEBUG 2024-09-08 20:52:34,244 autoreload File /home/joe/Python/Django/books/venv/lib/python3.10/site-packages/django/templatetags/__init__.py first seen with mtime 1725658127.1384933
DEBUG 2024-09-08 20:52:34,244 autoreload File /home/joe/Python/Django/books/venv/lib/python3.10/site-packages/django/db/backends/postgresql/base.py first seen with mtime 1725658127.0925164
DEBUG 2024-09-08 20:52:34,244 autoreload File /home/joe/Python/Django/books/venv/lib/python3.10/site-packages/django/utils/dates.py first seen with mtime 1725658127.1434908
DEBUG 2024-09-08 20:52:34,244 autoreload File /home/joe/Python/Django/books/venv/lib/python3.10/site-packages/django/template/defaulttags.py first seen with mtime 1725658127.135495
DEBUG 2024-09-08 20:52:34,244 autoreload File /home/joe/Python/Django/books/venv/lib/python3.10/site-packages/sqlparse/keywords.py first seen with mtime 1725658126.357884
DEBUG 2024-09-08 20:52:34,244 autoreload File /home/joe/Python/Django/books/venv/lib/python3.10/site-packages/django/contrib/admin/templatetags/log.py first seen with mtime 1725658126.7306974
DEBUG 2024-09-08 20:52:34,244 autoreload File /home/joe/Python/Django/books/venv/lib/python3.10/site-packages/django/views/decorators/cache.py first seen with mtime 1725658127.1434908
DEBUG 2024-09-08 20:52:34,244 autoreload File /home/joe/Python/Django/books/venv/lib/python3.10/site-packages/django/contrib/sessions/models.py first seen with mtime 1725658127.0205524
DEBUG 2024-09-08 20:52:34,244 autoreload File /home/joe/Python/Django/books/project/project/urls.py first seen with mtime 1718572753.1606
DEBUG 2024-09-08 20:52:34,244 autoreload File /home/joe/Python/Django/books/venv/lib/python3.10/site-packages/django/db/backends/postgresql/schema.py first seen with mtime 1725658127.0925164
DEBUG 2024-09-08 20:52:34,244 autoreload File /home/joe/Python/Django/books/venv/lib/python3.10/site-packages/django/db/transaction.py first seen with mtime 1725658127.0925164
DEBUG 2024-09-08 20:52:34,244 autoreload File /home/joe/Python/Django/books/venv/lib/python3.10/site-packages/django/core/files/storage/__init__.py first seen with mtime 1725658127.0825214
DEBUG 2024-09-08 20:52:34,244 autoreload File /home/joe/Python/Django/books/venv/lib/python3.10/site-packages/sqlparse/filters/output.py first seen with mtime 1725658126.3608823
DEBUG 2024-09-08 20:52:34,244 autoreload File /home/joe/Python/Django/books/venv/lib/python3.10/site-packages/psycopg2/extensions.py first seen with mtime 1724285402.2387547
DEBUG 2024-09-08 20:52:34,244 autoreload File /home/joe/Python/Django/books/venv/lib/python3.10/site-packages/sqlparse/engine/statement_splitter.py first seen with mtime 1725658126.357884
DEBUG 2024-09-08 20:52:34,244 autoreload File /usr/lib/python3.10/secrets.py first seen with mtime 1722272208.0
DEBUG 2024-09-08 20:52:34,244 autoreload File /usr/lib/python3.10/typing.py first seen with mtime 1722272208.0
DEBUG 2024-09-08 20:52:34,244 autoreload File /home/joe/Python/Django/books/venv/lib/python3.10/site-packages/django/contrib/staticfiles/views.py first seen with mtime 1725658127.077524
DEBUG 2024-09-08 20:52:34,244 autoreload File /home/joe/Python/Django/books/venv/lib/python3.10/site-packages/django/db/models/constants.py first seen with mtime 1725658127.1035109
DEBUG 2024-09-08 20:52:34,244 autoreload File /home/joe/Python/Django/books/venv/lib/python3.10/site-packages/django/http/request.py first seen with mtime 1725658127.131497
DEBUG 2024-09-08 20:52:34,244 autoreload File /usr/lib/python3.10/email/_parseaddr.py first seen with mtime 1722272208.0
DEBUG 2024-09-08 20:52:34,244 autoreload File /usr/lib/python3.10/lib-dynload/_opcode.cpython-310-x86_64-linux-gnu.so first seen with mtime 1722272208.0
DEBUG 2024-09-08 20:52:34,244 autoreload File /home/joe/Python/Django/books/venv/lib/python3.10/site-packages/django/conf/locale/__init__.py first seen with mtime 1725658126.5567844
DEBUG 2024-09-08 20:52:34,245 autoreload File /home/joe/Python/Django/books/venv/lib/python3.10/site-packages/django/contrib/contenttypes/checks.py first seen with mtime 1725658126.8026614
DEBUG 2024-09-08 20:52:34,245 autoreload File /usr/lib/python3.10/sysconfig.py first seen with mtime 1722272208.0
DEBUG 2024-09-08 20:52:34,245 autoreload File /home/joe/Python/Django/books/venv/lib/python3.10/site-packages/django/contrib/contenttypes/__init__.py first seen with mtime 1725658126.8026614
DEBUG 2024-09-08 20:52:34,245 autoreload File /home/joe/Python/Django/books/venv/lib/python3.10/site-packages/django/views/static.py first seen with mtime 1725658127.1434908
